,id,title,author,genre,story
10,10,철혈검가 사냥개의 회귀,"이산책(REDICE STUDIO),설아랑,레고밟았어",판타지,"바스커빌 가문의 사냥개 '비키르'.사냥개로서 가문에 충성한 보답은 모함과 누명으로 얼룩진 단두대의 칼날이었다.""다시는 토끼를 잡고 나면 삶아지는 사냥개처럼 살지 않겠노라.""그런 그에게 죽음 대신 찾아온 뜻밖의 기회.어둠 속에서 송곳니를 갈고닦는 비키르의 눈이 붉게 빛났다.""기다려라. 휴고. 이번엔 반드시 네 목을 물어뜯어 주마.""주인을 향한 사냥개의 잔혹한 핏빛 복수가 시작된다."
11,11,불패검선,"FIST CAT,김찬영,적하",무협,시골 객점의 아들 송우문.어릴 적부터 몸이 약했던 그는어느 날 노도사가 그려 주고 간산수화를 보고 바보가 된다.그렇게 동네에선 바보라 놀림받고부모에겐 한심한 아들로 자라지만스무 살이 되던 날!각성과 함께 산수화 속 절대무공을 꽃피운다!
12,12,가짜는 진짜가 되기를 바라지 않는다,"소은,DIDIYA,설이린",로판,"""내 자리는, 처음부터 없었구나….""가짜 공녀라 손가락질 받으면서도 가족들의 인정을 받기 위해 헌신했지만,모두에게 배신 당한 프시케는 진짜 공녀를 살해하려 했다는 누명을 쓴 채 죽음을 맞는다.'내게 다음 생이 주어진다면, 절대로 이렇게 살지 않을 것이다.'마지막 순간 떠올린 생각 덕이었을까.프시케가 눈을 뜨자 진짜 공녀가 돌아오기 전 과거로 돌아가 있었다.'당신들에게 휘둘렸던 모든 시간이 후회돼.'다시 주어진 삶, 운명의 굴레에서 벗어나 가문이 아닌 나 자신을 위한 삶을 살겠다."
13,13,후작가의 역대급 막내아들,"케이,넉울히",판타지,"명망있는 후작가의 막내아들 잭 발란티에.남들 보다 못한 가족들 사이에서 유일하게 의지했던 건 누나 뿐!가문 따위야 멸문을 하든 말든 미련이 없었지만,누나의 죽음이 헛된 희생인 걸 알게 된 후,오로지 복수만을 위한 검귀가 되었다.마침내 서대륙을 지배하는돌칸 제국을 무너뜨리고, 시산혈해 위의 괴물이 되었을 땐,다가온 죽음을 겸허히 받아 들였다.그런데!14살, 과거로 돌아왔다!그래, 이건 후회뿐이던 과거를 바로 잡을 기회다.이번 생엔 두 번 다시 내 사람들을 잃지 않겠다!후작가의 역대급 막내아들의 통쾌한 회귀 스토리가 시작된다!!***************************************넉울히작가님의 인기 웹소설 <후작가의 역대급 막내아들>을 웹툰으로 만나보세요!***************************************"
14,14,악당 공작가의 실세 막내딸입니다,"소은,아레카야자,슈퍼하양",로판,"고등학생 시절 취미로 쓰다 그친 소설 속에 빙의했다.하필이면 주연도, 조연도 아닌이름도 없는 일곱 살 고아 소녀에게 빙의했는데...남의 집에서 구박데기로 살다 학대에 지쳐 달아났더니붙잡혀 노예로 팔려 가 버렸다.이번 생은 정말 망했구나 싶었는데...노예 경매장에서 날 구해 낸 것은 바로소설 속 등장하는 악명 높은 악역,'헨리에트 시틀릿 웬즈그레이'였다.그는 황제를 꼭두각시처럼 부리고,귀족들의 목을 써는 게 취미인 원작 속 최대 최악의 악당이다.... 그 사람이 나의 친부라고?그런데, 악역이라는 명성과 다르게실제로 함께 지내보니 뭔가 좀 이상한 것 같다.""그래, 내 딸아.""""네가 하고 싶은 것은 다 해도 좋다. 우리 가문의 그 누구든,너의 말이라면 반드시 귀 기울이고 그대로 행하며 이룰 테니.""잠깐...내가 쓴 소설은 이렇지 않았던 것 같은데?"
15,15,아기 다람쥐가 다 잘해요,"혹등고래,한소영,군청주단",로판,"사자 가문에서 태어난 유약한 다람쥐 수인 베아티.그 탓에 수도 이모집에서 구박데기로 살다유일한 친구이자 약혼자인 2황자에게꿈을 이루기 위해 떠나겠다고 말한 순간,'리테르 너 이 나쁜 새끼…!'그놈의 독니에 죽었다.다시 눈을 떴더니 2왕자와 엮이기 전의 어린 시절.이럴 때 필요한 건 뭐? 스피드.바로 몸만 빼내 친부 사자공의 영지로 튀었다.비록 환영받진 못하겠지만그래도 앞으로 발견될 이 엄청난 비법을 가져가 준다면, 내쫓지는 않을 거……""어서 오십시오, 아가씨!""""세상에! 언제 이렇게 자라셔서….""""아가씨가 저 앙증맞은 두 발로 걸으신다!""……응? 왜 이렇게 환영하지?저거 설마 내 동상이야?"
16,16,버림받고 즐기는 소박한 독신의 삶,"감주,온도,박귀리",로판,"캐서린은 많은 걸 원하지 않았다.옷과 장신구 같은 사치품이 없어도,끝이 다 찢겨 흉측한 침실의 커튼이나굽이 다 닳아 높이가 다른 구두도 괜찮았다.돌아가신 어머니를 위해서라도이를 악물고 견딘지 2년.이제 더는 그럴 필요를 느끼지 못했다.""좋아요, 제가 나갈게요.""캐서린은이 모든 것에 지쳤다.***""교황의 번견인가? 여기까지 잘도 찾아왔군.""그녀의 저택에 침입한 남자는 머리부터 발끝까지 젖은 채였다.까만 가죽 장화 아래로 진흙이 엉망으로 뭉개진 게 보였다.이럴수가.바닥을 닦던 도중에 풀도 아닌 진흙을 끌고 오다니!“변장이 꽤 그럴싸해. 누가 봐도 평범한 도시 여성이라 하마터면 속아 넘어갈 뻔했….”“닦아.”그녀는 잡고 있던 대걸레를 남자에게 내밀었다.“뭘 그렇게 멍청하게 봐? 바닥 닦으라니까? 그리고 초면에 함부로 검 들이미는 거 아니야. 주거 침입으로 모자라 살인 미수로 신고당하고 싶어?”"
17,17,무협지 최고 악당의 귀한 딸입니다,"다우,쌀국수,솔땀",로판,"부잣집 딸로 환생한 줄 알았건만, 무협지 최고 악당의 딸로 태어났다?!무관심한 아빠, 결국 날 죽이는 오빠,살아남기 위해선 어서 무공을 익혀 튀어야 하는데...!이 두 빠빠... 왜 자꾸 날 귀여워하는겨?!"
18,18,비선실세 레이디,"멍이,청해,예훤",로판,"역하렘 소설 속 여주인공의 하나뿐인 동생으로 빙의했다.게다가 한 번 크케 앓다 깨어난 탓에, 여주인공이 유난히 애지중지한다.그걸 이용해서 언니에게 상처만 준 갱생불가 쓰레기 원작 남주를 물리쳤더니…….'리리, 안녕? 혹시 케이크 좋아하니?''리리는 언니를 닮아서 정말 예쁘구나. 쿠키 먹지 않을래? 언니한테는 멋진 오빠가 줬다고 꼭 말해주고.''이거 먹고 잠깐 저쪽으로 가 있지 않을래? 아저씨랑 언니랑 긴히 할 말이 있어서 그런데.'어째서인지 다른 남주 후보들이 나에게 잘 보이지 못해 안달이다. ***""못 생긴 애랑은 같이 안 놀아.""눈앞의 남자아이가 한껏 심통난 얼굴로 중얼거렸다.어쭈. 그렇게 나온다 이거지?이 구역 실세의 맛을 보여주지.나는 언니의 옷자락을 슬며시 잡아 당기며 불퉁하게 뇌까렸다.""나 쟤 싫어. 그러니까 쟤 데려온 오빠도 싫어.""동시에 세드릭의 얼굴이 흡사 사망 선고를 들은 사람처럼 하얗게 질렸다.#책빙의 #실세 뽀시래기 여주 #눈치 빠른 여주#세계 제일 미인 자매 #자매가 차린 역하렘"
19,19,대공가에 입양된 성녀님,"황비노,송이바",로판,"“그만하고 싶어.더는… 이용당하면서 살고 싶지 않아.”성녀의 힘을 가졌음에도 내정된 가짜 성녀를 위해평생을 감금당한 채 살아야 했다.괴로움을 견디지 못해 죽고 나면 되돌아왔고,강제로 반복되는 회귀 끝에 다른 방법을 택한 다이나는우연히 대공가에 입양되는데...“테르시아 가문의 하나뿐인 딸로, 모든 걸 가지게 해주마.”새로운 이름과 함께 가족의 소중함을 알게 된 다이나는더 이상 신전에 이용 당하지 않기 위해 복수를 결심한다."
