,id,title,author,genre,story,platform
124,124,엘피스 전기: 더 라스트,당가삼소&Dr.대길&Bart;.D,#성장물#스피릿#드라마#판타지#액션#금,"엘피스 연방 과학연구원 소속 탐사대 대원들은 신비한 알을 발견한다. 소울 몬스터의 알이라고 생각한 알에서는 한 아이가 태어나는데… 그 아이의 스피릿은 블루그래스. 한편, '레온'과 '셀레나'는 기억을 잃은 채 서로 다른 곳에서 깨어나게 된다. 과학의 발전과 함께 전혀 다른 세상이 되어버린 엘피스의 세계. 알에서 태어난 아이는 '슈렉'의 일곱 괴물의 일원이 되어 다시 한번 전설을 창조할 수 있을 것인가?",탑툰
125,125,천일의 아내[전연령],0510&베리&죠이나,#사각관계#어긋난 사랑#욕망#로맨스#드라마#금,재계 10위 서문 그룹의 며느리 조은애. 운전기사 딸에서 일약 신분상승한 신데렐라로 화제였지만 현실은 여전히 천대와 남편의 외면까지 받는 재투성이다. 심지어… 올해로 결혼 3년 차 주부인데 순결한 모.태.솔.로! 허울 뿐인 남편 놈이 순정을 바치는 곳은 따로 있기 때문인데?!,탑툰
126,126,대표님은 나밖에 몰라,iReader,#로맨스#배신#복수#회귀#수#금#드라마#금,"믿었던 남자에게 배신 당해 죽게 된 나, 여가인! 그렇게 죽은 줄로만 알았는데 눈을 떠보니, 다시 환생 하여 스무 살의 나로 돌아왔다?! 이제 날 배신한 사람들에게 복수를 시작하겠어! 근데 내 옆에 이 남자! 모든 걸 다 가진 남자가 내게 왜 집착 하는 거야? 과연 나는 진짜 사랑을 찾고, 나를 배신한 사람들에게 통쾌한 복수를 할 수 있을까?!",탑툰
127,127,"악역이지만, 남주는 꼬시지 않아요",마북명&kuri,#무협#액션#빙의#악역#판타지#시종#로맨스#금,"체육 교사 연분홍, 만화 <다정다감한 그녀의 남주는 다 좋아!> 악역 '주다홍'으로 빙의하다! 남주들의 사랑을 듬뿍 받는 여주가 아닌 극악무도한 빌런이라니... 과연 그녀는 원래의 결말을 뒤집고 현실 세계로 돌아갈 수 있을까?",탑툰
128,128,그냥 한잔할까요?,블랭&김수환&망크빵,#현대물#회사원#개그#힐링물#TS#판타지#코믹#일상#토,"대기업 인사 파트 재직 중인 '최시현', 로봇같이 일 밖에 모르던 그에게 일생일대의 위기가 찾아온다. ""내가 여자가 된다니?!!"" TSVID에 감염되어 남자에서 여자로 성별이 바뀌고 만다. 그것도 어린아이의 몸부터 시작하고 만다. 몸은 작아졌지만 두뇌는 그대로! 어린 여자아이의 몸에서 인생 2회차가 시작된다.",탑툰
129,129,여름방학,병수씨,## 대학생#스무살#여름방학#소꿉친구#고향동네#병수씨#로맨스#드라마#일상#토,,탑툰
130,130,편의점 샛별이,활화산&스기키 하루미,#알바생#코믹#일진#드라마#완결,"4년전 골목에서 만난 위험한 여고생이 우리 편의점에 심야알바로 들어왔다! 30대 남자점장과 스무살 여대생의 핵꿀잼 스토리! 편의점을 운영하던 대현은 야간 알바생을 구하던 중 미모의 여대생을 면접보게 된다. 속으로는 쾌재를 불렀지만 이내 굳어지는 그의 얼굴. 그녀는 바로 4년 전, 골목에서 대현에게 담배를 사다달라던 일진 여고생 샛별이었던 것! 대현은 샛별을 뽑을지 말지 인생 최대의 고민에 휩싸이는데...",탑툰
131,131,복천성주,강남풍&아자,#복수#성장물#드라마#판타지#액션#토,"'이강천'은 시골 마을 출신으로 한 번도 싸움에서 이겨 본 적이 없다. 절름발이 할배보다 느린 속도, 장님 할배보다 못한 정확도… '강천'은 마을에서 가장 나약한 존재였다. 그러던 어느 날, 마을에 정체를 알 수 없는 자가 나타나 마을 사람들을 모조리 죽여 버렸고, 바보 같은 '강천'은 겁쟁이처럼 숨어 있기만 했다. 그 사건을 계기로 '강천'은 마을을 떠나 강해지기로 마음 먹는다. 강해져야만 그 자를 찾고, 억울하게 죽은 사람들을 위해 피의 복수를 할 수 있다. 강해져야만 운명을 거슬러 소중한 사람들을 지켜낼 수 있다! 반드시 강해져야 한다!",탑툰
132,132,서큐버스가 되어버린 기사님,SFACG&HANTANGGUILAI,#서큐버스#소년물#마족#판타지#액션#토,"마족을 소탕하기 위해 꾸려진 성기사단, 그중 기사왕인 '루이스'는 마족과의 전쟁 중 서큐버스 여왕에게 붙잡히게 된다. 그런데 서큐버스 여왕은 그에게 죽음이 아닌 자신의 '딸'이 되길 강요하는데…?! ""아아- 사랑스러운… 나의 딸."" 성기사에서 서큐버스가 되어버린 '루이스'는 겨우 마계를 탈출하고 '카렐'이라는 이름으로 살아가고 있었지만 그(그녀)의 삶은 순탄치만은 않다.",탑툰
133,133,나홀로 무한전직,재주(QI ZHOU),#좀비#시스템#먼치킨#판타지#토,연이은 직업 각성 실패로 무직자 신세를 벗어나지 못한 지환. 유일한 버팀목이자 천재 헌터로 불리던 동생이 좀비 바이러스에 감염되었지만 무직자인 지환이 할 수 있는 건 절규 뿐. 자신의 무기력함 앞에 좌절하던 그때…,탑툰
134,134,천신회귀,YU ZHE,#선계#회귀#판타지#액션#무협#토,"최연소로 수선계에 등선한 '임결'. 무서운 속도로 성장하는 그를 수선계 장로들은 아니꼽게 보았고 자신들의 자리를 넘본다는 착각에 비밀리에 그의 목숨을 여러 차례 위협하게 된다. 그럼에도 불구하고 죽지 않자 장로들은 자신들이 직접 나서 그를 처단하기로 결정하고 습격한다. '임결'은 자신의 죽음을 직감하여 이런 사태를 대비해 챙겨놓았던 천신의 무구, '구천현리'를 발동시켜 동귀어진을 선택한다. 죽은 줄만 알았던 '임결'은 자신의 의식이 살아있음을 확인하고 눈을 떴더니 과거 자신의 집안이 무너져 친부의 지인의 집에서 깨어나게 되는데... 전생에서 겪은 억울한 대우와 차별을 받지 않기 위해 그는 새로이 인생을 시작하여 천신이 되리라 다짐한다!",탑툰
