,id,title,author,genre,story,platform
11,11,괴물 공작가의 계약 공녀,"민작,리아란",로판,"매주 목요일 연재**************************************************************************************************철저히 언니만을 위해 이용당하는 삶을 살던, 스페라도 가문의 차녀 레슬리. 사랑받기 위해 모든 걸 참아 왔지만, 결국 언니의 힘을 증폭시키기 위한 제물로 바쳐지게 된다. 불구덩이 속에서 알 수 없는 존재들의 도움으로 목숨을 부지한 레슬리는 어둠술사로서 각성하게 되고,가문의 비밀을 알게 된 그녀는 양녀로 삼을 어린아이를 찾는다는 괴물 공작가의 문을 두드리기로 결심한다.그렇게 괴물 공작가의 셀바토르 공작을 마주하게 되는데...""저를 입양해주세요!""""제국, 아니 대륙 최고의 어둠술사를 얻으실 수 있을 거예요!"" 여리지만 당차게 자신의 삶을 개척하기 시작하는 레슬리. 과연 그녀의 운명은?!웹툰 민작 / 원작 리아란 / 기획 로크미디어**************************************************************************************************",카카오웹툰
12,12,악녀는 모래시계를 되돌린다,"앤트스튜디오,산소비",로판,"매춘부였던 어머니가 백작과 결혼하며 벼락출세하게 된 아리아.사치에 물든 삶을 살던 아리아는 여동생 미엘르의 계략에 의해 억울한 죽음을 맞이하게 된다.죽기 직전, 마치 환상처럼 떨어져 내리는 모래시계를 봄과 동시에 기적처럼 과거로 회귀하게 되는데...!""저는, 제 동생 미엘르처럼 아주 우아한 사람이 되고 싶어요.""악녀를 상대하기 위해서는 악녀를 뛰어넘는 악녀가 되어야 한다.그것이 자신과 자신의 어머니를 죽인 미엘르에게 철저히 복수하기 위해 아리아가 새로운 삶을 살아가기로 한 방식이었다.",카카오웹툰
13,13,불사무적,디크리시,무협,무림공적의 누명을 쓰고 죽게 된 불사존! 15년 전 명문가의 진고운으로 다시 태어나다!시중사교주의 음모를 막기위한 그의 활약을 기대하시라!,카카오웹툰
14,14,신이라 불리운 사나이[완전판],박봉성,액션,주인공 피터팬의 아버지 최해룡은 친구들을 위해 모든 죄를 뒤집어 쓰고 감옥에서 비참하게 병사한다. 그가 이렇게 한 이유는 그 친구들이 자신의 자식들을 잘 돌봐 주겠다는 약속을 했기 때문이었다. 하지만 친구의 희생으로 부를 누리게 된 이들은 최해룡의 자식을 짐으로 여겨 미국으로 입양보내 버린다. 낯선 미국땅에서 피터팬은 살아남기 위해 생사의 고개를 수차례 넘고 그 경험은 피터팬에게 누구도 대항할 수 없는 강함과 거대한 조직의 보스로의 길을 열어 주었다.,카카오웹툰
15,15,아비무쌍,"노경찬,이현석",무협,"하늘의 뜻을 아니, 그 누가 아비父에 견주리오! 고아로 떠돌다 운 좋게 스승을 만나 특급 해결사로 이름을 날리던 노가장.사랑하는 여인을 만나 이름대로 가장家長이 된다는 기쁨도 잠시, 하루아침에 핏덩이 세쌍둥이를 홀로 키워야 하는 신세가 되었다. 아비는 그 어떤 경우라도 제 새끼의 입에 먹을 걸 넣어 줘야 하는 존재인 법! 노가장은 위험천만한 낭인 생활을 때려치우고 천룡회 갑급 무사가 되어  자식새끼들 잘 먹이고 입히고자 한다. 하지만 억지로 나간 출장 임무는 목숨이 위험하기만 하고 그 사이 사방에선 그의 아이들을 눈독 들이기 시작하는데…… 기다려라, 내 새끼들아! 여기 아비가 간다! 아버지, 노가장의 좌충우돌 무협 액션&육아 일지!* 원작소설 <지천명아비무쌍>",카카오웹툰
16,16,공작부인의 50가지 티 레시피,"앤트스튜디오,이지하",로판,"눈을 뜨니 공작부인이 되어 있었다.그런데 이거, 뭔가 이상하다.기껏 빙의까지 되었는데 하녀들에게는 괴롭힘 당하고,남편에게는 냉대 받는 허수아비 같은 공작부인이라니.거지같은 내 인생!에라, 모르겠다. 그냥 조용히 홍차 덕질이나 하며 살아야지라고 생각했는데.""다음번에도, 다시 한 번 차를 대접받을 수 있겠습니까.""냉랭했던 남편의 상태가 이상하다?",카카오웹툰
17,17,그 악녀를 조심하세요!,"열매,푸른칸나,뽕따맛스크류바",로판,"소설 속 희대의 악녀에 빙의했다! 싫냐고? 아니? 좋은데?공작영애 = 돈 많은 백수인 것을 내가 마다할 리가! 꿀이나 빨면서 여유롭게 살기 딱 좋지 않은가? 원작같은 건 다 떨쳐버리고 나의 삶을 사는거야!그렇게 다짐했던 내가 이 몸에 빙의한지 얼마 되지 않아 목격한 것은 나의 약혼남이자 원작의 남주인공인 '황태자 이안'의 불륜 현장이었다. 내가 아닌 다른 여자를 품에 안고 시시덕거리는 그를 보며 나는 눈물……따윈 개뿔, 나오지도 않더라. 내 눈물은 비싸서 저런 쓰레기에게 흘리기엔 아깝거든. 눈물 대신 깊은 빡침을 담은 목소리로 물었다.""전하는 개자식인가요?""고구마밭에 떨어진 역대급 사이다 여주! 환장하는 원작을 뒤집어 엎기위한 걸크러쉬 그녀!이유? 여주가 똥차같은 남주들에게 휘둘리기엔 너무 아까웠거든.원작 여주에게 꼬이는 똥차들을 치우는 그녀와, 그녀만을 바라보는 늑댕이 한마리의 이야기!",카카오웹툰
18,18,어게인,강풀,드라마,자신이 죽지 않기 위해서는 누군가를 죽여야 한다.,카카오웹툰
19,19,황제의 외동딸,"리노,윤슬",로판,"아리아드나 레르그 일레스트리 프레 아그리젠트.겁나 긴 이름으로 시작한 새로운 내 인생그러나 대체 이건 무엇이란 말인가.나름 귀한 신분으로 태어났음에도 태어날 때부터 온갖 동정 어린 시선은 다 받고 태어났으니그 이유는 단 하나바로 내 아버지라는 작자 때문이었다.아버지가 미친놈이시라면서요?반역으로 피로 얼룩진 옥좌에 올라선 반왕,대륙을 공포로 몰아넣은 희대의 폭군.……나 과연 살아남을 수는 있을까?이 황제는 아주 위험한 생물입니다.하지만 지금은 내 아빠죠. 아, 나!**********************************************소설에서 풀지 못했던 못 다한 이야기가지금 여기에서 펼쳐집니다!",카카오웹툰
20,20,양판소 주인공의 아내로 살아남기,"아빈,녹끼",로판,"양판소 주인공의 아내로 빙의했다.정확히, 주인공의 손에 죽는 악역 조연 겸 사치스런 아내로.그래도 어렸을 때부터 잘 대해주면 목이 잘리는 상황은 막을 수 있지 않을까?좋아. 지금부터 내 목표는 평화롭게 이혼하는 것!“그래서 내가 이혼해주면 냅다 노아한테 달려가시겠다?” “으, 응?” “난 내 아내랑 동생이 노닥거리는 꼴을 보려고 전쟁터에서 그 고생을 한 게 아니니까!” 아니 거기서 네 동생 이름이 왜 나와?",카카오웹툰
21,21,러브 WiFi-궁,"조아,긴유",로맨스,"""조선에서 와이파이가 터졌다!""왕을 꼬셔 후궁이 돼야 하는 궁녀 '소향'과성공작을 만들어야 하는 웹툰 작가 '태풍'의200년을 넘나드는 밀당 소통 로맨스.",카카오웹툰
22,22,나는 이 집 아이,"코튼,시야",로판,"전생의 기억이 좀 있다는 것만 빼면 평범한(?) 사생아로서 시간을 보내왔다.그러던 어느 날, 창녀인 어머니가 열한 살이 된 나를 아버지 앞으로 데리고 갔다.“1만 골드를 줘요.”“2만 골드를 주지. 대신 이것에서 손 떼.”차가운 거래에 움츠러들어 있는데 그냥 부자인 줄 알았던 아버지가, 알고 보니 제국 유일의 공작이란다.이제 난 어떻게 되는 걸까?내가 정말 이 집 아이일까?",카카오웹툰
