,title,author,genre,story
163,바다의 그림자,글/그림 / 비둘기 / 57화 완결 / ,로맨스,"서로 연인 사이인 신인 영화감독 선과 영화 투자사 직원 파라. 선의 첫 영화 데뷔작은 선의 옛 연인인 첫사랑 '바다’에 대한 영화이다. 바다 역, 주연인 배우 유나는 선이 놀랄 정도로 바다와 닮아있고 선은 유나를 통해 자꾸만 자신의 첫사랑 바다를 본다. 설상가상으로 선의 페르소나인 남자 주인공 역의 배우 이한은 스케줄 펑크로 악명이 높으며, 투자사 대표의 막내아들. 파라는 이한의 감시역으로 영화 촬영 현장에 발을 들이게 되고, 선이 자신의 첫사랑에 대한 영화를 찍는 장면을 지켜봐야 한다. 옛사랑에 대한 영화를 찍는 선, 그것을 바라봐야 하는 지금의 연인 파라. 첫사랑과 너무나도 닮은 유나와 자신을 챙겨주는 파라에게 마음이 가는 이한. 정말로 네 사람은 비즈니스 관계로만 엮일 수 있을까? 한 번 열린 과거라는 '판도라의 상자'는 네 사람을 <바다의 그림자>라는 한 무대에 오르게 만든다."
164,스택 오버플로우 [BL],그림 / 필효 / 68화 완결 / ,BL,#다공일수#게임 #역하렘_미연시#절륜공#능글공#연하공#굴림수 업무 중 받은 한 통의 메일. [#게임하고$@#돈도 벌고$$$휴가가자ㄴㅇㄱ] 게임 테스터가 되면 돈도 주고 휴가도 보내준다고....?! 그렇게 참여하게 된 가상현실 게임에서 예기치 못한 사고를 당한 단고운. 간신히 눈을 뜬 고운에게 의문의 알림창이 떠오르는데… 새로운 게임을 시작하겠습니까? 현실로 침범해 버린 게임!! 나와 엔딩을 함께할 상대는 누구..!!?!
165,다정하게 말해줘[19세 완전판],글/그림 / 씽씽 / 123화 완결 / ,BL,"상품 하자 때문에 클레임 전화만 걸었을 뿐인데… 좋아도 너무 좋은 상담원의 목소리에 흥분해버린 영하. 그런 영하 앞에 상담원과 똑같은 목소리를 가진 남자가 등장한다?! 취향의 목소리에 흥분하는 영하. 연애보다 일이 더 좋은 꿀성대 은성, 성인용품 전문점 어덜트 엔젤 주인 선남, 영하의 첫사랑, 유도 선수 운이까지! 영하를 둘러싼 세 남자의 단짠단짠 사각(?)관계 로맨스!"
166,거짓말쟁이 종달새는 짝을 원해,글/그림 / 후지모토 베이커리 / 24화 완결 / ,드라마,"SNS의 카리스마 연애 마스터 우시오. 하지만 사실 그녀의 정체는 연애 경험 따위 없는 거짓말쟁이 회사원. 그러던 어느 날, 그녀에게 들어온 맞선 서비스의 체험기 의뢰. 하지만 맞선 상대는 전부 시원치 않은 남자뿐…. 연애 초보 우시오는 무사히 결혼 상대를 찾을 수 있을까?!"
167,환령신투 [단행본],글/그림 / 황재 / 18화 완결 / ,무협,처절한 쾌락의 소용돌이가 몰아쳤다. 격렬하고 뜨거운 열정이 산산히 부서진 남녀의 가슴을 훑었다! 무아의 공간에서 빚어진 본능은 폭풍처럼 사나웠다...
168,정도진명 [단행본],글/그림 / 황재 / 15화 완결 / ,무협,지지 않겠다! 우승열패라고 했다! 강한자만이 살아남고 약하면 사라진다!
169,여우크림타르트,글/그림 / TERRA / 16화 완결 / ,BL,"""카페 사장이 되는 것이 꿈인, 평범한 대학생 녹주. 녹주는 어느날 진상 손님 때문에 알바하던 카페에서 해고되고 만다. 같이 일하던 누나가 소개해준 카페에 가보지만, 그곳에는 계단밖에 없는데..? 눈 딱 감고 13번째 계단까지 올라가봐달라는 누나의 애원. 속는 셈 치고 겨우 계단을 밟자, 그곳에는.. 사장님에게 덜미잡힌 녹주와 영 못 미더운(?) 사장님의 달콤살벌 러브스토리!"""
170,붕대 소녀 기간[GL],글/그림 / 스도 유미 / 10화 완결 / ,로맨스,"쥬리가 여름방학 중에 학교에서 만난 사람은 온몸을 붕대로 감싼 동급생, 칸바라 나미였다. 접점조차 없지만 언제나 밝게 교실의 중심에 있던 그런 나미의 이상하게 별난 모습에 놀라는 쥬리. 그렇지만, 무엇보다 놀라운 것은 “내일 우리 집에 올래?’ 라는 나미의 생각지 못한 초대였다. 여성 간의 애절한 거리와 관계성을 그린 표제작 「붕대 소녀 기간」을 포함해 8편을 수록. 어른이 되어버린 당신의 마음을 뒤흔드는 걸즈 노스탈지아 단편집이 여기에."
171,야설록 대륙지존 컬렉션,글/그림 / 야설록 / 342화 완결 / ,무협,<야설록 대륙지존 컬렉션> 작품 구성 1. 대륙지존기 [개정판] 2. 철혈대장군 [개정판] 3. 풍운무제 [개정판] 4. 절대무흔귀 [개정판] 5. 야수무도 [개정판]
172,팬티요정 미미미,글/그림 / 영식 / 76화 완결 / ,드라마,"내 이름은 우민! 파릇파릇한 중학생이다. 그런 내가... 길바닥에 지려버렸다?! 천천히 고개를 돌리자 눈이 마주친 미미. 머리에 팬티를 쓴 그녀는 우민에게 팬티 한장을 건네고 사라진다. 그렇게 자신의 흑역사가 잊혀지길 바라던 우민 앞에 나타난 전학생은 미미?! 다시 만난 두 사람, 그리고 팬티! ""야, 내 팬티 내놔."""
173,킬러 5,글/그림 / 대천체리 / 144화 완결 / ,액션,"자신이 원해서가 아닌, 킬러 커플 부모님의 강압으로 킬러의 삶을 사는 소녀 지아. 어릴 때부터 지독한 훈련을 통해 살인기술을 습득한 결과 압도적인 능력을 가지고 있지만, 킬러 부모님의 백을 통해 킬러 조직에 들어오게 되어‘낙하산’이란 낙인이 찍히고 동기들로부터 시기와 질투의 대상이 된다. 그러나 정작 지아는 킬러라는 일에서 벗어나 평범한 10대 소녀로서의 삶을 꿈꾸는데…."
174,레벨 E,글/그림 / 토가시 요시히로 / 31화 완결 / ,액션,"우주 최고의 천재적인 두뇌와 미모, 그리고 최악의 성질을 가진 도그라 별 첫째 왕자… 일명 바보왕자. 그 마수로부터 지구를 지키는 건… 열혈 야구소년 7번 좌익수 츠츠이 유키타카. 지구를 공격해 오는 마물의 무리에 울며 겨자 먹기로 맞서게 된 악동 5인조. 그들의 모든 지략을 쏟아 부은 게임! 게임! 게임! 학원가야 하는데…"
175,리턴 서바이벌,글/그림 / 김무현 / 원작 / 연우솔 / 169화 완결 / ,판타지,"세상이 멸망하기 6개월 전으로 회귀했다? 이것은 기회? 아니면 절망의 반복? 지구를 덮친 대재앙, 좀비 바이러스. 폐허가 된 지구에서 죽음의 위기를 수십 번 겪으며 지독하고 악착같이 살아남기를 3년. 나는 결국, 더는 버티지 못하고 좀비 떼에 덮쳐져 최후를 맞았다. 그리고… 내가 다시 눈을 떴을 때… 나는 세상에 좀비 바이러스가 창궐하기 딱 6개월 전의 과거로 돌아와 있었다! 앞으로 6개월 후, 이 평화로운 세상은 멸망한다. 그리고 오직 나만이 종말이 오는 것을 알고 있다!! 멸망한 세상에서 살아남기 급급하던 나에게 다시 주어진 기회?! 6개월의 시간은 희망인가 절망인가! 다시 한번 멸망을 맞이한다면 미래를 바꿀 수 있을까?! 창궐하는 좀비 떼에 맞서는 서바이벌 액션 아포칼립스!"
176,영웅 뽑기는 신중하게,그림 / 팀리치 / 원작 / 이미누 / 79화 완결 / ,BL,"현금 결제로 ‘캐릭터 뽑기’를 해야만 하는 가챠 게임. 평범한 직장인 이민준은 친구가 개발한 모바일 게임의 첫 리뷰어가 된다. 기대 없이 시작한 게임. 역시나 지루한 오프닝에 눈이 절로 감기고. 다시 눈을 뜨니 게임 속 세상이었다. ― 환령술사님. 당신은 영웅들을 통솔하고 조종하는 역할을 맡아야 해요. 얼떨결에 튜토리얼이 시작된 통에 첫 영웅까지 소환하게 되고. 제법 강해 보이는 미남 영웅에 기뻐하지만, 알고 보니 그는 기억도, 제대로 된 무기도 없는 하급 캐릭터였는데……?"
177,에뷔오네 [컬러판],글/그림 / 김영희 / 150화 완결 / ,로판,"로맨스 판타지의 거장 김영희 작가의 <에뷔오네> 올컬러 리메이크 재탄생!! 아름다운 바다와 그보다 더 아름다운 바다의 왕. 그는 바다 속 고귀한 삶을 버리고 마녀와 계약한 채, 태양처럼 눈부신 공주를 찾아 육지로 올라오는데… 당신이 기억하는 <인어공주>의 전설을 뒤흔들 바다 왕과 태양 빛 공주의 강렬한 사랑 이야기!"
178,흑견의 노예왕자,글/그림 / 제스트쿄 / 90화 완결 / ,BL,"13세기 폴란드 푸오츠크 지방, 독일 기사단이 파견되어 주둔한 크뢰머 가문의 영지, 그곳엔 공국민의 무역이 활발하고 기타 민족의 포로들이 노예가 된 곳이다. 이곳의 문지기인 안제이의 앞에 통행증도 없이 커다란 도끼를 가진 남자가 나타나 통행증을 보여 달라는 안제이를 갑자기 공격한다."
179,위시유,글 / 소형성 / 그림 / 신사 / 원작 / 이서정 / 39화 완결 / ,BL,"매일 이리 치이고 저리 치이는 H엔터 인턴 윤상이, 퇴근 후 데이팅 어플에 접속해 짜릿함을 느끼는 게 그의 유일한 낙이다..! 이마저도 잘 안되던 어느 날, 퇴근길에 우연히 만난 남자의 노래가 그의 귓가에 계속 맴돈다. 그런데 인연인 걸까? 그 남자의 노래를 직접 들을 수 있다는 것만으로도 행복했는데, 그 남자의 데뷔 프로젝트에 참여할 수 있다니..!"
180,철검전설 [단행본],글/그림 / 황재 / 16화 완결 / ,무협,"그분을 찾아라! 그분을 찾으면 「진혼검」이 저절로 찾아들지니! 어둠속에서 기다려 왔던 수천년! 마마교의 진정한 부활을 마공공의 환신이 이룰지니, 반드시 그를 찾으라!"
181,심장 없는 엑소시스트,글/그림 / 자강 / 80화 완결 / ,판타지,"악마의 존재가 잊힌 시대. 악마들과 함께 잊혀가던 엑소시스트 '비첼'과 '제오'가 세상을 떠돈다. 제오는 악마와 싸울수록 특별하고도 위험한 힘을 쓰게 되고, 비첼은 그런 그를 자신이 도울 수 없단 사실에 안타깝기만 하다. 그들이 여정 끝에 보고자 하는 것은 무엇일까?"
182,디프라이브 [BL] [개정판],그림 / STUDIO107(울트라미디어) / 원작 / 박하사탕 / 51화 완결 / ,BL,"#소설원작 #캠퍼스물 #동거 #친구->연인 #대형견공 #다정공 #사랑꾼공 #무심수 #미인수 #가난수 ＂남는 방이니까 편하게 들어와. 부담 갖지 말고.＂ 학교 구내식당에서 평화롭게 점심을 먹고 있던 재경은 거주 중인 고시텔에 화재가 났다는 소식을 듣게 된다. 집을 잃고 좌절하는 재경에게 같은 과 동기인 성범이 동거를 제안하고, 선택지가 없던 재경은 결국 그 제안을 수락하게 된다. 걱정과 달리 성범은 재경에게 다정하게 대해주고, 그런 그에게 재경은 점점 이끌리는데... 이 동거, 과연 괜찮을까?"
183,꿈꾸는 먹잇감,글/그림 / Xiyuer / 108화 완결 / ,BL,악몽을 먹고 사는 강찬 앞에 나타난 순도 100% 악몽러 한유안! 처음 사귄 친구라는 이유로 강찬만을 믿고 따르는 유안은 그야말로 잘 차려진 밥상! 그런데 이 맛있는 먹잇감을 눈 앞에 두고도 도무지 먹을 수가 없다! “그림의 떡 같은 먹잇감 같으니… 어떻게든 먹고 말겠어!”
184,속도위반 로맨스,글 / 은랑호 / 그림 / 애고 / 원작 / 송보배 / 51화 완결 / ,로맨스,"비혼주의자는 임신하면 안 된다는 법 있어?! 명문대 출신, 수려한 외모, 최연소 팀장 은수는 모든 면에서 선망의 대상. 사내 비밀 커플이었던 마케팅 2팀장과는 최근 헤어졌다. 은수가 비혼주의자라는 걸 진지하게 받아들이지 않았는지… 청혼을 해왔으니 어쩔 수 없는 결말이지만 속이 쓰리다. 회식에서 술이 떡이 된 은수. 바래다준 팀 막내 현재를 유혹해 하룻밤을 보낸 사실은 애써 부정하고 싶다. 그런데, 몸에 뭔가 낯선 증상(?)이 나타나 병원에 가보니… 임신이란다! 결혼과 임신 모두 계획에 없던 은수에게 새 생명과 새 남자가 다가와 있다. 어떡하지?!"
185,악질 스트라이커 [단행본],글/그림 / 고행석 / 14화 완결 / ,액션,아시아 청소년 축구대회 준결승. 한국팀 골 게터 최형권의 컨디션 난조로 득점하지 못한 채 상대팀에게 골을 허용한다. 결국 최형권과 선수 교체로 첫 출장을 하게 된 구영탄은 김훈과 함께 경기 종료 10분을 남기고 두 골을 넣어 역전승을 거두어 인터뷰하게 되는데…!
186,절대영웅 [단행본],글/그림 / 천제황 / 12화 완결 / ,무협,무천연맹(武天聯盟)은 무림을 영도하던 용천문(龍天門)을 괴멸시키고 새로운 무림의 패주로 등극한다. 무천연맹주 적천홍은 몰락한 용천문주의 부인과 두 남매를 죽이기 위해 살수를 강호로 보내는데… 하지만 천룡(天龍) 백유향이 있는 한 용천문은 영원하리라!!
187,런웨이에서 웃어줘 [개정판],글/그림 / Kotoba Inoya / 195화 완결 / ,드라마,지금은 아직 작은 소녀 모델과 소년 디자이너 이야기 키가 158cm에서 멈췄다…. 후치토 치유키의 꿈은 「파리 컬렉션」모델. 주위에서는 '그만두라'며 말리지만 치유키는 꺾이지 않는다. 그 와중에 치유키는 같은 반 가난한 소년 츠무라 이쿠토가 미처 포기하지 못한 꿈 '패션 디자이너'를 '꿈 깨라'며 딱 잘라 말하고…?! '어림도 없다'는 모진 비판에도 한결같이 꿈을 좇아 달리는 두 사람의 이야기.
188,Oh! 마이 서방님,글 / 어깽 / 그림 / 도르맹 / 87화 완결 / ,로맨스,"이 작품은 가상의 조선을 배경으로 하는 퓨전사극이며, 작품에 등장하는 인물 및 설정은 허구입니다. 한양 최고의 기생인 도화. 하지만 그녀는 기생의 삶을 버리고 사랑하는 남자와 야반도주하려 한다. 하지만 돌아온 것은 배신! '당신이 어째서…?' 이유를 알지 못한 채, 그의 손에 살해당한 도화는 차가운 물속에 빠지고… 눈을 뜨니, 다른 사람이 되어 있다?! '마님? 내가 마님이라고?' 도성을 떠들썩하게 했던 연애담의 주인공, ‘홍서혜’가 되어 있었던 것! '세상에, 세상에. 내가 양반집 마님이라니!!!' 땡 잡았다, 천한 기생년 팔자 벗어버리고 잘난 남편 사랑받으며 호의호식하자…! 라고 생각한 것도 잠시. 어라? 이 부부, 소문이랑은 다르다? 도성을 흔들어놓으셨던 뜨거운 열애담은 다 어디 가고, 이렇게 찬바람만 부는 거야?! 좋아, 뭐가 어떻게 된 건지는 모르겠지만… 천하제일의 기생이었던 나, 도화. 남편부터 꼬셔보겠습니다!"
189,XX인사이드,글/그림 / 케이가 / 50화 완결 / ,액션,인간세계의 최약체 학생...이보람 지옥의 최강자로 군림해온 절대강자 ...뱅쿱 이 둘의 기묘한 공생관계가 시작된다. 매일매일 괴롭힘을 당하는 게 일상인 이보람에게 현실은 지옥이나 다름없다. 이런 보람의 몸을 빌려 피신한 마왕 뱅쿱은 그 누구보다 싸움을 갈망하는 트러블 메이커. 전혀 어울리지 않는 최악의 공생관계 이보람의 학교생활에는 어떤 변화가 일어날 것인가 예측불허의 학원 액션 판타지!
190,수상한 동거 [개정판],글/그림 / FL / 68화 완결 / ,BL,"“난 시간여행자야. 널 지키기 위해 미래에서 왔어!"" 반복되는 일상을 사는 신참내기 제빵사 한산 앞에, 자신을 시간여행자라고 소개하며 한 달 동안 동거를 하자고 주장하는 이가람이 등장한다. 한산은 분명 가람을 처음 보았음에도 불구하고, 마치 자신이 가람과 연인이었던 것과 같은 묘한 기시감을 느끼고 혼란스러워한다. 가람은 자신만이 산을 위험에서 구해줄 수 있다며 산을 졸졸 따라다니고, 산과 같은 빵집에서 일하는 예준 마저 흥미로워하며 둘의 관계에 끼어든다. 한편, 산과 가람이 사는 동네에 지속적인 방화가 발생하고, 그로 인해 커다란 산과 가람의 동거는 새로운 국면을 맞이하는데…"
191,아수라 [단행본],글/그림 / 박원빈 / 6화 완결 / ,액션,인간은 가슴에 칼을 꽂은채 태어난다! 운명이란 이름의 날카로운 칼을! 기억하라! 잊혀진 아수라의 슬픔을 위해..!!
192,먹을수록 강해짐,글/그림 / 기태온 / 원작 / 또속은냉죽 / 101화 완결 / ,판타지,"사람은 누구나 자신만의 재능을 가지고 있다. 그리고 그가 가진 재능은 바로 '먹는 것'이었다. 세계 곳곳을 돌아다니던 한국 출신의 국제범죄자 킴. 각종 범죄를 저지르던 킴은 국제경찰에 붙잡혀 호송되던 중 알 수 없는 세계에 빨려 들어간다. 그 세계에는 몬스터라 불리는 존재들이 가득했고, 그곳에서 킴은 모든 것을 먹어 치우며 최강의 생물을 꿈꾸게 된다. 나는 무엇이든 먹어 치울 것이다. 설령 그것이 드래곤이라 해도, 마왕이라 해도, 신이라 해도! 그리고 나는... 먹을수록 강해진다."
193,자정의 B사감,그림 / 박다연 / 원작 / 이리 / 55화 완결 / ,로맨스,"“그가 생생하고 아름다운 짐승처럼 그녀를 향해 걸어올 때, 오싹한 쾌감은 거기서부터 시작되었다.” 웹소설 <자정의 B사감> 웹툰화! “약속 지켜 줘서 고마워. 넌 이제 자유야!” 홀로서기를 준비하는 여자, 백윤하. “윤하 씨는 내 인생을 구원해 준 거예요!” 운명 같은 사랑을 절대 놓치고 싶지 않은 남자, 권우겸. 시작은 계약 결혼이었지만 서로를 향한 마음은 그 누구보다 뜨거웠던 그들의 러브스토리!! 지금 당신에게 찾아갑니다."
194,[GL] 그녀와 나의 곡선 [개정판],글/그림 / 팀 잔디또씨 / 23화 완결 / ,로맨스,"키스해 보고 싶다는 생각이 들었다, 오늘 처음 만난 팀장님과!"
195,하승남 골목대장 컬렉션,글/그림 / 하승남 / 160화 완결 / ,무협,<하승남 골목대장 컬렉션> 작품구성 1. 걸개천하 [개정판] 2. 골통조폭대장(원제:골통소림조폭) [개정판] 3. 골통삼급순찰 [개정판]
196,스머프 월드 [19세 완전판],글 / 제이제이 / 그림 / 오태 / 174화 완결 / ,BL,"제호그룹의 유력 후계자인 제규호는 사실 돈과 재미에만 관심이 있을 뿐. 회사를 물려받을 위기에서 벗어나기 위해 제규호는 탈(脫)제호 플랜을 세우고, 실행 자금을 마련하기 위해 돈세탁업자 남강하를 납치해 오는데...! 시즌 2에서는 새로운 커플이 등장! 비자금을 챙기기 위해 돈세탁업자를 찾아나선 재벌 3세 최승언, 위장취업한 회사의 팀장 모건형과 계획에 없던 로맨틱 무드에 휩싸여버린다..?! 그리고 마침내 규호X강하, 건형X승언 커플이 만나다! 각자의 목표를 이루기 위해 맞붙는 두 커플의 예상치 못한 앞날은? <스머프 월드> 시즌 3에서 계속 됩니다♥ #현대물 #리맨물 #재벌공 #능력수 #동거 #할리킹 #역할리킹 #재벌수 #너드공"
197,혈루사신 [단행본],글/그림 / 황재 / 10화 완결 / ,무협,가까워졌다... 그립고도 그리운 친구가 있는 곳이...! 나의 복수를 행할 곳이..!!
198,영웅비사 [단행본],글/그림 / 황재 / 14화 완결 / ,무협,모든 사람들이 전부 영웅이 될 수는 없는 법!
199,들키지마! XXX [BL] [개정판],그림 / Lee / 27화 완결 / ,BL,"#형좋아맨공 #음흉복숭아수 #쌍방삽질 #개그 #재회 #첫사랑 ＂X... X됐다... 네가 왜 거기서 나와!!!!＂ 어릴 적 짝사랑하던 상대, 서정우를 잊지 못하고 그와 자신을 모티브로한 BL웹툰을 연재 중인 은세은. 지금은 동네를 떠났다는 친구의 말에 안심하고 고향으로 내려간다. 그러나 친구의 말과 달리 고향에서 버젓이 우체국 일을 하고 있던 정우와 마주친다. 내가 상상한대로 똑같이 자라서 좋은데...! 진짜 좋기는 한데! 내 만화랑 너무 똑같잖아!!"
200,로판인 줄 알았는데 괴담이다,글 / 수호 / 그림 / 물푸울 / 55화 완결 / ,로판,"과제에 찌든 대학생인 내가, 어느 날 눈을 떠보니 아름다운 장미가 가득한 저택의 아가씨에 빙의했다! 막대한 재산, 비밀이 많은 가족들과, 수상한 저택과 메이드들. 그리고 다정한 미남 약혼자까지. 이건, 이건 분명 K-로판에 빙의한 것이 틀림없어! 제가 로판이라면 자신 있죠, 원작자도 만족할 해피 엔딩을 만들어 드리겠습니다! 우선 사용인들과 친구가 되는 것부터 시작하기로 했다. “내가 기억 상실증이 있어서 그러는데, 네 이름이 뭐야?” …어라? 다들 이름이 같잖아? . . . [장미 넝쿨 저택 사용인 근무수칙] 4. 마담 자우어의 딸들에게 본인의 실명을 말해서는 안 됩니다. 이를 어긴 사람은 즉시 해고되며, 당일 본 저택을 떠나야 합니다."
201,무법대학,글 / 기령 / 그림 / 조민호 / 80화 완결 / ,액션,"올해 스무 살이 된 오정서 가온 대학 경호학과에 스카우트되어 입학한다. 대학 입학과 함께 새 삶을 꿈꿨던 오정서의 기대는 입학 첫날부터 학회장 이용오의 주먹에 처참히 부서지고, 가온 대학이 평범한 대학이 아니라는 사실을 알게 된다. 오정서는 이 폭력과 부조리, 비밀이 가득한 가온 대학에서 학회장 이용오를 비롯해 자신에게 적대감을 보이는 선배와 동기들에게 굴하지 않고 맞서 싸우면서 그의 대학생활은 첫 매듭부터 꼬여버리고 만다. 하지만 오정서 역시 아무 이유 없이 스카우트된 것이 아니었고, 그는 자신의 과거를 이용해 스카우트한 경호학과의 1인자 성덕호 교수의 가장 강력한 장기말로 이용되기 위해 경호학과 수석을 목표로 싸우게 된다. 하지만 이런 오정서의 사정과는 별개로 입학 첫날부터 제대로 꼬여버린 오정서가 이빨을 드러내기 시작하자 점점 더 강한 상대들이 싸움을 걸어오기 시작하는데…"
202,사이코메트러 - 기억의 파편,글/그림 / 와이낫미프로덕션 / 51화 완결 / ,드라마,사람이나 물건에 깃든 기억이 보이는 초감각 능력 「사이코메트리」의 힘을 가진 강민우. 능력에 인생을 농락당하고 있던 강민우였지만 형사 이아란을 만나면서 인생이 변하게 된다. 사건 현장에 방치된 유류품에 남은 기억을 무기로 일상에 숨어 있는 흉악범죄에 맞선다!!
203,짝과 적,글/그림 / 권라드 / 64화 완결 / ,드라마,"주인공 ‘구희인’은 속된 말로 기레기이다. 평범한 어느 날 벼락을 맞고 자신의 ‘영혼’을 볼 수 있게 된다. 그리고 ‘영혼’을 통해 타인의 대화를 캐내어서 본심을 알아내는 능력을 가지게 된다. 구희인은 자신의 영혼에게 ‘짛’이라는 이름을 붙여주고, ‘희인’과 ‘짛’은 가지게 된 능력의 한계를 시험한다. 그러던 중 ‘선하’라는 좋은 기자를 만난 후 희인은 짛의 능력을 사용하여 여러 사람들의 본심을 읽어내고, 선하가 더 좋은 기사를 쓸 수 있도록 돕는다. 하지만 희인은 계속 그 능력을 사용하는데 이상함과 죄책감을 느끼게 된다. 그런 희인에게 전 여자친구인 박선주가 희인을 찾아와 다시 만나자고 제안하고, 희인은 박선주와 이도 저도 아닌 애매한 관계가 되어 마음이 복잡한 상태에 빠진다. 희인은 선하의 일을 도우며 자신은 더 이상 기레기로 살고 싶지 않다는 마음이 확고해진다. 한편 선하는 희인에게 점점 감정적으로 가까워진다."
204,바람이 머무는 자리 [19세 완전판][BL],글/그림 / 유사 / 85화 완결 / ,BL,"잊지 마, 내가 황자를 없애야 한다는 사실을…' 천년을 살아온 요괴를 죽인 영웅은 그 대가로 요괴의 저주를 받게 된다. 그것은 바로, 흉(凶)을 지니고 태어난 자손에 의해 가문의 씨가 마르게 될 거라는 저주였다. 그 이후, 수많은 자손 중 흉을 지닌 아이만 죽여 애써 평화를 누렸으나, 기어코 이번 대에는 흉을 지닌 채 태어난 황자만이 유일한 자손이었다. 다음 자손이 태어나기까지 저주받은 황자는 죽일 수 없는 노릇… 황자를 감시하기 위해 궁으로 들어간 '나라'는 황자 '타사라'와 마주한다. 황자의 자리를 대신할 자가 태어나면 즉시 죽여야만 하건만, 나라는 타사라의 곁에서 흔들리기만 하는데…"
205,구름을 비추는 새벽,글 / 버프찌 / 그림 / 지연 / 원작 / 5月돼지 / 87화 완결 / ,로맨스,"나의 어둠을 밝히는 너, ""청조야, 나를 이리 홀로 두고 도대체 너는 지금 어디에 있는 것이냐."" 연이은 흉년, 하루 끼니조차 해결하기 쉽지 않은 청조에게 정체를 알 수 없는 중년의 사내가 찾아와 첩의 자리를 주선한다. 어머니의 약값과 아우들의 생계를 위해 결심을 한 청조는 낯선 사내를 따라 깊은 산으로 들어가고, 그곳에서 앞으로 함께 할 서방님을 만나지만... 온통 비밀투성이에 검은 복면을 쓰고 살아가는 사내, 도운은 청조를 멸시하고 능욕한다."
206,블렌드.S,글/그림 / 나카야마 미유키 / 56화 완결 / ,판타지,"츤데레, 여동생 등 스태프의 다양한 ‘속성’을 즐길 수 있는 카페에서 점장이 신입 아르바이트생 마이카에게 요구한건…?! 마이카는 열심히 일하는 동안 의외의 재능을 꽃피우는데…. 밟혔다고 모두 포상! 도착적 워킹코미디 4컷 만화!"
207,묵검향 영웅귀환 컬렉션,글/그림 / 묵검향 / 424화 완결 / ,무협,"각성하라! 포효하라! 700년 묵은 잠룡의 귀환! 수록작품 1. 비룡잠호 1,2부 2. 신표일검향 3. 아비도 4. 왕도무문 1,2부"
208,스킬라 [개정판],글/그림 / / 화 완결 / ,로판,신화가 되어버린 이야기가 있다. 신들이 다스리던 시대의 이야기…. 아름다운 미남자였던 어부 글라우쿠스는 바다를 사랑하는 마음에 바다 색깔의 머리와 인어와 같은 몸을 얻고 스킬라라는 요정에게 사랑에 빠진다. 그녀의 사랑을 얻기 위해 마녀 키르케를 찾아가지만 오히려 키르케가 글라우쿠스를 사랑하여 스킬라에 대한 분노로 그녀를 괴물의 모습으로 바꾸어 버렸다. 괴물로 변해버린 자신의 모습에 공포를 느낀 스킬라는 이탈리아와 시칠리아를 갈라놓는 해협에 몸을 던져 버렸다. 그리고 현재의 이탈리아. 팔레르모에 사는 프로시의 집에 바다색 머리카락을 가진 나체의 남자가 실려 왔다.
209,잎새의 달,글/그림 / 마르 / 105화 완결 / ,드라마,"주인공 ‘잎새’는 혼기가 오자마자 아버지의 계략으로 매매혼을 당한다. 소문만이 무성한 대저택, 아무런 정보 없이 도착한 그곳에 가마를 내리자 의외로 멀끔한 모습의 신랑감이 ‘잎새’ 앞에 나타난다. 정혼자 ‘상현’은 잎새에게 묘하게 친절하게 대하고. 친절한 ‘상현’의 환대에 잎새는 이런 식이라면 결혼도 그렇게 나쁘지만은 않겠다고 생각한다. 그러던 중 갑자기 저택에서 살인사건이 발생하는데…"
210,신풍괴도 잔느 애장판,글/그림 / 타네무라 아리나 / 67화 완결 / ,로맨스,"세기말, 아름다운 그림만을 노리는 작은 소녀 도둑이 세상을 떠들썩하게 만들고 있었다. 이 괴도 잔느의 정체는 평범한 여고생 쿠사카베 마론. 거침없이 화려하게 자신을 일을 해내가던 잔느였지만, 어느 날, 괴도 신드바드라는 수수께끼의 인물에게 도전을 받는데?!"
