,title,author,genre,story
52,도시의 사냥개 [단행본],글/그림 / 조명운 / 10화 완결 / ,액션,주먹으로 말하는 최강 승부사!
53,미남 동료와 연인 미만 파트너 계약 [개정판],글/그림 / 쿠사노 후쿠 / 15화 완결 / ,로맨스,"오타쿠 생활을 삶의 원동력으로 삼아 스트레스를 견뎌내던 직장인 아카리. 어떠한 이유로 오타쿠라는 것을 철저하게 숨겨왔으나 어느 날, 여자 소문이 나쁜 꽃미남 직원 이츠키에게 발각되고 마는데…! 오타쿠에 대한 편견까지 갖고 있어서 계속 피해 왔던 사람에게 약점을 잡히다니…. 이럴 때는 '무슨 수를 써서라도' 비밀을 지켜달라고 하는 수밖에 없어! ""…정말 다 한다고?"" 먹잇감을 노리듯 반짝이는 그의 눈동자가 아카리를 빤히 비추고 그가 달콤하게 다가오자, 분위기가 서서히 뜨거워지기 시작하는데…."
54,뻐꾸기 새끼,글/그림 / 닭군 / 65화 완결 / ,드라마,"쌍둥이 중 하나가, 내 아이가 아닌 것 같다. 한 가정집에서 태어난 쌍둥이 자매 윤희와 국희. 작고 귀여운 아이들로 행복한 일상을 꿈꾼 것도 잠시, 갓난아기인 국희가 윤희를 밀어 떨어뜨리려 한다. 부모의 발견으로 다행히 위기를 모면했지만, 그때부터 국희는 괴이한 행동을 보인다. 윤희의 모든 것을 빼앗으려는 탐욕과 키우던 강아지를 위협하는 폭력성까지. 어느새 국희는 윤희를 죽이려 하고 있다."
55,첫사랑과의 조우 컬렉션 [할리퀸],글 / 저스틴 데이비스 / 그림 / 후유모리 유키코 / 120화 완결 / ,로맨스,<첫사랑과의 조우 컬렉션 [할리퀸]> 작품 목록 01. 밤을 달리는 아테나 02. 만남을 기다리며 03. 푸른 신호등 04. 립스틱 각인 05. 인형을 닮은 여자 06. 가려진 이름 07. 10년 전의 사랑은 지금 08. 빗나간 표적 09. 연인들의 재회 10. 프린스의 숙명 11. 시칠리안 신데렐라 12. 달밤의 속삭임 13. 사막은 마법으로 가득해 14. 플레이보이의 첫사랑 15. 신랑의 맹세 16. 에스메랄다의 첫사랑 17. 사막에서 되찾은 사랑 18. 첫사랑의 행방 19. 그대와 함께한 밤 20. 장미의 저택
56,환괴지대,글/그림 / 이토 준지 / 15화 완결 / ,판타지,만화계의 아카데미 2021년 <아이스너 상> 영혼을 뒤흔드는 이토 준지 최신 호러 단편집!! 도호쿠 지방을 여행하며 시골길을 걷던 커플은 장례식에서 큰 소리로 우는 여자를 목격한다. 그녀는 '곡녀(哭女)'라는 직업이라고 한다. 그것을 본 커플 중 여성 쪽에 이변이 일어나는데?! 호러의 귀재 이토 준지가 극한의 공포로 초대한다! <곡녀 고개>를 비롯하여 4편의 단편을 수록한 걸작 호러 단편집!
57,진격의 드래곤,글/그림 / 강촌 / 42화 완결 / ,액션,그가 돌아왔다! 한국인으로서 홍콩 제1의 기업을 일군 드래곤 가문을 지키기 위해!!
58,호접몽 [19세 완전판],글 / 채오 / 그림 / 엠마 / 50화 완결 / ,BL,"이놈이 오늘 잊지 못할 밤으로 만들어드리죠.' 출셋길이 활짝 열린 장원급제의 주인공 영의정 댁 아들 백도겸. 오랜 친구의 권유로 탐탁진 않았지만 기방에 난생처음 방문하게 되었는데…. 웃돈까지 얹어서 사람을 불렀더니 그게 남자 기생이라니? 맹랑하고 도도하기 짝이 없지만, 자꾸 생각이 나는 그의 이름 '소랑'. 다시는 만날 일이 없을 거라 생각했는데, 도겸은 소랑의 모습이 계속 눈앞에 아른거리고…. 그런 도겸의 계속되는 연심 고백에 처음엔 시큰둥했지만 서서히 도겸에게 끌리는 소랑, 그들의 연심의 행방은 어디로? 기방 '호접몽'에 방문하여 확인해 보시길!"
59,새빛남고 학생회 고문입니다 [BL][19세 완전판],그림 / EVY / 원작 / Day7 / 61화 완결 / ,BL,#현대물 #첫사랑 #연하공 #다정공 #후회공 #연상수 #미인수 #다정수 #달달물 #진지물 모교인 새빛남고에 교사로 발령 받은 이태성은 환한 웃음으로 반겨 주는 서햇빛을 만난다. 학생회 고문인 다정다감한 성격의 햇빛 쌤은 모두에게 사랑받는 사람. 태성은 학창 시절의 첫사랑을 닮은 햇빛에게 끌리지만 애써 자신의 감정을 억누른다. 하지만 거리를 두려 해도 햇빛은 웃는 얼굴로 다가오고…
60,페오스 [19세 완전판],그림 / 날치 / 원작 / Dips / 74화 완결 / ,BL,"도망 노예 ""에이다르"". 항구에 도착한 에이다르는 자신을 남부로 데려가 줄 배를 찾는다. 하지만 가진 것은 몸과 동전 몇 개뿐... 돌아갈 곳이 없는 에이다르는 ""여랑""이 되는 조건으로 한 배에 오르게 되고, 그곳에서 선장 ""클로드 웨일""을 만나게 되는데…"
61,붉은 여우 -흘레담-,글/그림 / 하마 / 24화 완결 / ,드라마,"『붉은 여우』 그 후의 이야기 영겁을 살아가는 운명을 부여받은 사나와 그를 받아줄 수 있는 유일무이한 존재 이자. ""누군가가 사무치게 그리운 순간은 갑작스럽게 찾아온다."" 『붉은 여우 -흘레담-』 시작합니다."
62,소라해나! 외전 [GL] [19세 완전판],글/그림 / 작불 / 39화 완결 / ,로맨스,"소라해나! 외전 지금까지 이런 GL은 없었다! 소라해나, 드디어 기다리고 기다리던 외전 스타트♥ 태람&이슬, 아영&재인, 소라&해나, 본편에서는 보여주지 못 한 세 가지 맛 로맨스! 아영재인? 친구도 연인도 아닌 우리는 그저 파트너. 이 관계를 뭐라고 정의해야 할까, 서로 없으면 못 살겠는 건 분명한데. 너랑 사귀는 건 정신 나간 짓이지만 네가 없으면 못살겠어. 네가 원하면 사랑한다는 말도 해줄 테니 내 옆에 있어! 성격 나쁜 두 여자의 어긋나는 로맨스!"
63,포옹만 하고 끝낼 리 없잖아 [개정판],글/그림 / 유우키 루유 / 72화 완결 / ,로맨스,"""참지 말고 가 버려."" 동기의 뜨거운 가슴에 안기자마자 스며드는 쾌감. 이젠... 가는 걸 참을 수 없어! 일벌레인 카호는 동기인 유우마와는 견원지간. 그런데 프랑스 출장을 갔다 와서 이상한 바람이 든 유우마는 ""스트레스 해소에는 30초 동안 포옹하는 게 제일이야.""라며 다짜고짜 카호를 안아 버린다! 저항해 보지만 소용없는 카호. 유우마의 가슴팍에 꼼짝없이 갇혀 버리고 마는데… 그의 따뜻한 체온에 몸도 마음도 녹아내린다!? 완전히 풀어져버린 그녀에게 ""아직 부족해""라며 덤벼드는 유우마! ""이번엔 관계로 스트레스를 풀자.""니… 농담이겠지!?"
64,마음 그리고 맑음 [개정판],글/그림 / 아이카와 후우 / 12화 완결 / ,BL,"고교 생활 마지막 해. 가쿠가 지금까지 계속 숨겨왔던 하루에 대한 짝사랑이 움직이기 시작한다. 고등학교에 들어와서 계속 친구였고 앞으로도 그 관계는 달라지지 않을 거라고 생각했다. 다른 학교 여자애들과 놀고, 수험 공부에 쫓기고, 학교 축제로 숨을 돌리고…. 「하루를 좋아해」 그 한마디로 세계가 바뀐다-. 특별한 것 없는 학교생활 속에서 언제나 옆에 있던 절친이 연인이 되기까지의 일 년."
65,일진광풍 [단행본],글/그림 / 황재 / 9화 완결 / ,무협,아이들.. 아무것도 모르는 그 아이들을 너희는 그 추악한 야심속으로 끌어 넣었다. 누구든 용서치 않겠어! 단 한번.. 단 한번만 다시 검을 잡겠다!
66,묵검향 천상천하 컬렉션,글/그림 / 묵검향 / 488화 완결 / ,무협,"(본 작품은 전연령으로 개정된 개정판으로 일부 편집되거나 수정된 부분이 존재합니다.) 수록작품 1. 천라신조 1,2부 2. 여의지존 1,2부 3. 살수 4. 절대쌍효 1,2부"
67,루갈 (RUGAL),글/그림 / 릴매 / 151화 완결 / ,액션,"모든 것이 사라져버린 그때, 그에게 특별한 눈이 생겼다! 보복으로 눈을 잃은 경찰의 이야기. OCN 드라마 <루갈>의 원작 액션웹툰."
68,길들여주마!,글/그림 / 권열희 / 35화 완결 / ,로맨스,"최고의 입시 명문학원으로 소문난 'J'학원에 주방 아줌마로 쫓겨간 윤설아. 개성만점 한 성격하는 5명의 학원생들을 상대로 원장님의 특명이 내려졌다!! 그들을 네 손으로 길들여라!! ""아흑~ 원장 쌤!! 차라리 저를 이라크로 보내주세요~!!"
69,넌 내가 접수한다 1부,글/그림 / 권열희 / 36화 완결 / ,로맨스,너 따윈 내 접수대상이 아니란 말야! 어느 날 갑자기 나타난 네가 내 여동생이라고 해도 나에게 넌 처음부터 그냥 여자였어! 네가 뭔데 왜 내 심장이 두근거려야만 하는 거지?
70,테이크 유어 타임 [웹툰판/개정판],글/그림/원작 / 타가 타이라 / 23화 완결 / ,,연하 훈남 프로그래머 타키토는 WEB 디자이너 시지마에게 갑자기‘좋아해요’라며 고백한다. 타키토의 연애 감정은 착각이라고 생각한 시지마는 착각이란 걸 알려주기 위해 ‘일단 사귀어 볼래?’라며 시험 삼아 교제할 것을 제안한다. 데이트도 하고 간호도 받는다… 시험 삼아 사귀는 거지만 타키토에게 어느새 점점 끌리게 되는데…? 훈남 무표정 남자 X 배려심 많은 연상 남자 어른들의 사랑앓이 ♡ 첫사랑 스토리.
71,황성 천하통일 컬렉션,글/그림 / 황성 / 200화 완결 / ,무협,<황성 천하통일 컬렉션> 작품구성 1. 진법서생 [개정판] 2. 성여기 [개정판] 3. 고룡은봉 [개정판]
72,경이로운 소문 시즌1+시즌2,글/그림 / 장이 / 124화 완결 / ,액션,"영원불멸의 삶을 위해 사후세계에서 지구로 도망쳐 온갖 악행을 저지르고 다니는 악한 영혼들. 그리고 그들을 쫓는 악귀 사냥꾼 ‘카운터’. 평범하던 고등학생 소문이 범상치 않은 능력을 보이며 카운터에 합류하게 되고, 다양한 능력을 쓰며 악귀를 쫓는 팀원들과 함께 국숫집 직원으로 위장하여 악한 영혼들을 추격하기 시작한다!"
73,나루토 외전-소용돌이 속 회오리 바람,글/그림 / 키시모토 마사시 / 1화 완결 / ,액션,미나토와 쿠시나의 과거. 그리고 '나선환 탄생'의 비밀이 밝혀진다! NARUTO GAIDEN -UZU NO NAKA NO TSUMUJIKAZE-
74,부서진 하트 조각 컬렉션 [할리퀸],글 / 나오미 호튼 / 그림 / 오오타 / 120화 완결 / ,로맨스,<부서진 하트 조각 컬렉션 [할리퀸]> 작품 목록 01. 프러포즈는 낙원에서 02. 이상적인 연인 03. 전설의 연인 04. 소심한 인어공주 05. 데이지의 작은 바람 06. 꽃집 스캔들 07. 마법 같은 하룻밤은 지나고 08. 시크의 계약 신부 09. 마천루에 감춰진 비밀 10. 얼음 백작과 꽃집 아가씨 11. 비밀의 작은 아가씨 12. 진정한 선물 13. 신부의 선택 -비정한 갈등- 14. 잠자는 공주가 눈을 뜬 밤 15. 연인은 프린세스 16. 복수는 달콤하게 17. 성급한 이별 18. 모래 미로 19. 내겐 너무 다정한 원수 20. 속아서 한 결혼?
75,수왕 폐하와 모래투성이 신부 [BL],글/그림 / 코이시카와 아오 / 8화 완결 / ,BL,"노예 상인 손에 죽을 뻔한 순간, 눈표범 수왕 폐하에게 구출된 ‘모래투성이’. 일족과 털색이 달라 있을 곳이 없었던 모래투성이를 왕은 ‘운명의 짝’이라 부르며, 예쁜 옷과 따뜻한 침대, 먹다 남은 게 아닌 맛있는 음식을 하사한다. 더구나 모래투성이에게 ‘코란’이라는 멋진 이름까지 지어주는 왕. 너무 기쁜 나머지 왕에게 도움이 되고 싶지만, 코란은 아직 ‘짝’이 뭔지 잘 모르는데.... 단행본 보너스 페이지 수록."
76,퀸의 반란,글 / kuriko / 그림 / Vigor Comic / 177화 완결 / ,로판,"벌써 몇 번째 세계지? 누가 날 여기로 보낸 걸까? 무엇을 위해 이래야 해? 의문만 가득 품은 채 짜인 스토리대로 움직이며 계속해서 상처받고, 배신당하고, 비참한 결말을 맞았다. 그래, 참을 만큼 참았어! 이제 당하기만 하진 않을 거야! 복수할 거라고! “파트너, 제발 역할에 충실해!” “내가 왜? 내 운명은 내가 만들어!” 돈, 명예, 사랑 모든 걸 쟁취하기 위한 조연의 반란이 시작된다!"
77,마류 [개정판],글/그림 / 묵검향 / 192화 완결 / ,무협,중원에서 가장 유명하고 가장 강한 무인을 꿈꾸는 항주 제일의 점소이 용천산. 어느 날 그에게 찾아온 행운! 중원에서 소문이 자자한 무혈검제 유귀황이 나를 제자로 거두겠대! 드디어 내 인생에 봄날이 찾아오는가! 과연 용천산의 앞날은?
78,야설록 8월 시작 컬렉션,글/그림 / 야설록 / 142화 완결 / ,무협,<야설록 8월 신작 컬렉션> 작품구성 1. 개방혈풍 [개정판] 2. 변방고수 [개정판]
79,할리퀸 8월 신작 컬렉션,글 / 제니퍼 드류 / 그림 / 아야베 미즈호 / 90화 완결 / ,로맨스,<할리퀸 8월 신작 컬렉션> 작품 목록 01. 왕자님의 가짜 신부 02. 사랑이 머무는 섬 03. 1년 동안의 천국 04. 과거에서 온 연인 05. 보스와 꾼 꿈 06. 그리스의 열정 07. 사막에서 찾아낸 최고의 사랑 08. 신랑을 구합니다! 09. 까칠한 비서 10. 사랑은 고통 끝에 11. 너무 사랑한 나머지 12. 신에게 소원을 13. 폭풍 치는 밤 모든 것이 시작된다 14. 시크와 결혼하기 15. 칠흑의 시크와 비밀의 왕궁
80,황성 8월 신작 컬렉션,글/그림 / 황성 / 262화 완결 / ,액션,"<황성 8월 신작 컬렉션> 작품구성 1. 적포용왕 [개정판]  2. 강호, 미치다 [개정판]"
81,표기무사,글 / 지현탁 / 그림 / 지운 / 원작 / 초우 / 50화 완결 / ,무협,"세상에 처음부터 있던 것은 없다. 강호는 꿈을 가진 자의 것! 진명은 일평생 아무것도 모른 채 쟁자수를 우러러보며 꿈을 품고 살아온 자신의 아버지 소의금의 유지를 받들어 자신도 쟁자수가 되고자 한다. 아버지의 꿈을 세상 사람들이 우러러보게끔 만들고자 하는 진명은 “표국의 깃발을 드는 자, 표국의 최고 무사만이 할 수 있는 그런 자리가 될 것이다”라고 선언하며 평범한 쟁자수의 위치에 일대 변화를 주려 한다. 갖고 있는 건 오직 신묘한 신발과 곤봉, 그리고 야망뿐. 쟁자수라는 낮은 위치에서도 포기를 모르고, 꿈을 이루기 위해 끊임없이 수련하는 진명 강호를 떨쳐 울릴 “표기무사”가 되기까지의 대서사시"
82,"맑게, 찾아줘, 반짝이게 [웹툰판/개정판]",글/그림/원작 / 아오우메 아오 / 18화 완결 / ,BL,"고등학교 3학년인 아키라는 자리를 바꾸다가 소꿉친구인 스미카의 옆자리에 앉게 된다. 친구도 많고 활발한 아키라와 천문학을 좋아하고 조용한 스미카. 두 사람은 어릴 때부터 옆집에서 자라왔고, 성격은 정반대지만 제일 친한 친구였다. 그러나 초등학생 때 사소한 다툼이 있었고 서로 미안하다는 말 한마디를 못한 채 멀어졌다. 같은 그룹이 되어 축제 준비를 하게 되어 아키라는 어색해하지만 스미카는 예전처럼 다정하게 대하는데..."
83,아지랑이 끝에 [BL],글/그림 / 복히 / 23화 완결 / ,BL,"#일상물#학원물#쿨데레공#능력공#평범수#잔망수 평범한 고등학생인 송재영은 어느 날 자신을 보자마자 눈물을 흘리는 강이한 때문에 당황한다. 그날 이후 재영에게는 이상한 일들이 이어지고, 이한은 그런 재영을 도와주겠다며 가까이 곁에 맴도는데… 낯설지만 익숙한 너를 믿어도 될까?"
84,사협객 [단행본],글/그림 / 천제황 / 12화 완결 / ,무협,축소봉의 어릿광대였던 원공… 그는 강호 천하를 완전히 제패한 후 무황성을 세웠으며 마침내 자신의 본 이름인 원성공이 되었다. 무황성주 그는 강호에 살아있는 신이 되었다!!
85,지옥락,글/그림 / 카쿠 유지 / 127화 완결 / ,액션,"최강의 닌자로서 이름을 떨쳤지만 탈주닌자로서 붙잡히게 된 가비마루는, 참수 집행인인 ‘야마다 아사에몬 사기리’로부터 무죄 방면이 될 수 있는 조건을 제안 받는다. 그 조건은 극락정토라고 소문이 난 땅에서 ‘불로불사의 선약’을 손에 넣는 것…!! 삶과 죽음을 깨닫는 인법 낭만 활극, 개막────!! JIGOKURAKU"
86,"봄과 사랑, 그리고 너",글/그림 / 아야세 우미 / 42화 완결 / ,로맨스,"청춘이 가득! 남녀 혼합 기숙사 생활 스토리 남녀의 거리감을 몰라 연애에 트라우마가 있는 히로카. 「기숙사 내 연애 금지」라는 규칙에 이끌려, 기숙사가 있는 고등학교에 입학한다. 하지만 「연애 금지」는 말뿐! 경박해 보이는 미남 아이리가 있는데다, 연애에 흥미진진한 여자들이 잔뜩! 실망한 히로카는 우연히 아이리와 키스하고 마는데?!"
87,렌탈샵,글/그림 / 모니 / 50화 완결 / ,드라마,"[카카오페이지X케나즈 ㅋㅋㅋ웹툰 아카데미 데뷔반 1기 선정작] - 대한민국 최고의 아이돌 기획사 에이뮤직. 이곳에서 7년 째 데뷔를 못하고 있는 장수연습생 고혜리는 노력끝에 겨우 데뷔기회를 얻지만, 새로 들어온 연습생 서정하로 인해 순식간에 뺏기게 된다. 노력없이도 모든 걸 타고난 서정하로 인해 혜리의 열등감은 걷잡을 수 없이 폭발하는데.. 그러던 어느 날, 렌탈샵이란 어플로 인해 고혜리는 서정하와 몸이 바뀌게 된다. 꿈에 그리던 서정하의 인생을 살게 된 혜리! 그런데 이거.. 내가 알던 서정하의 삶이 맞아? 뭔가 잘못되었다...!"
88,순정과 격정사이 컬렉션 [할리퀸],글 / 마리온 레녹스 / 트리시 머레이 / 그림 / 후지오미 미야코 / 나루카미 유타 / 168화 완결 / ,로맨스,"때로는 다정하게, 때로는 격렬하게! 순정과 격정사이 컬렉션 [할리퀸] 1. 세 번째 해피엔드 2. 5성급 플레이보이 3. 이 결혼은 무효? 4. 잠시 동안의 사랑이라면 5. 감금된 아내 6. 지브롤터의 바람 7. 동거인은 의사선생님 8. 잘못된 하룻밤 9. 사랑을 잊은 프린스 10. 미스터리한 유혹 11. 고용된 약혼자 12. 약혼은 휘몰아치듯이 13. 왕녀님과 보디가드 14. 용서할 수 없는 진실 15. 스캔들메이커 그녀 16. 숙명적인 재회 17. 호수 위의 유혹 18. 배신의 칼날 19. 계약 연인 20. 왕자님의 사랑 21. 거짓말과 비밀과 하얀 장미 22. 보스에게 키스를 보내줘 23. 타인에서 운명으로 24. 숨겨진 후계자 25. 언제쯤 사랑이 올까요 26. 약혼반지에 대한 거짓말 27. 정열의 함정 28. 아찔한 취재"
89,불굴의 전사 [단행본],글/그림 / 오일룡 / 12화 완결 / ,액션,뉴욕 최고의 배달꾼 유비는 폭주족 보스와 싸우다 상해치사 혐의로 3년 형을 선고받고 청소년 감호소에 수감되었다. 유비의 면회를 하러 가달라는 아버지의 부탁으로 주리는 남자친구인 기무라와 함께 찾아간다. 면회에서 마주 보게 된 유비와 기무라는 주리를 두고 신경전을 벌이다 축구로 맞붙게 된다.
90,온도와 연애이 상관관계 [BL],글/그림 / 모안 / 63화 완결 / ,BL,"#지귀설화 #인외물 #캠퍼스물 #홍콩계 혼혈공 #절륜공 #미인수 #시작은 섹파 선덕여왕을 사모하다 화귀가 되어버린 청년, 지귀. 지귀의 후손으로 열에 시달리던 은총은 홍콩에서 온 교환학생, 해범과 몸이 닿을수록 열이 가라앉는다는 사실을 알게 된다. 그리고 그에게 도움을 요청하는데— ＂스킨십에 따라 발열 정도가 달라진다면, 어제보다 진도가 더 나가야 되지 않겠어요?＂ 적극적인 해범으로 인해, 은총의 일상이 흔들리기 시작한다."
91,오늘 저녁은 스키야키야,글/그림 / 타니구치 나츠코 / 6화 완결 / ,드라마,"실사 드라마, 국내 OTT 사이트에서 절찬 서비스 중! 집안일에 서툴지만 결혼하고 싶은 연애가 체질인 ‘아이코’. 집안일을 좋아하지만 사랑이 뭔지 감이 안 오는 ‘토모코’. ‘이상적인 결혼 상대를 찾을 때까지 일단 나랑 결혼하자.’ 독특한 그림체&신선한 연출이 선사하는 정반대 여성 둘의 맛있는 공동생활 시작!"
92,응답하라 첫사랑 [단행본],글/그림 / 황재 / 16화 완결 / ,드라마,"휴대폰이 존재하지 않았던 아날로그 세대여, 타임머신을 타고 1980으로 추억여행을 떠나자! 요즘 아이들과 다를 바 없었던 우리의 가슴 뛰던 청춘은 사랑에 목말라 방황했었다. 우리들의 아름다운 소녀가 그때 그곳에 있었으므로-!!"
93,건곤일척검 [단행본],글/그림 / 황재 / 8화 완결 / ,무협,"잔인하기로 따를 자가 없던 악귀 용태풍! 폭우가 쏟아지던 그날도 수없는 무사들을 베던 그는 필살검법으로 남은 자들을 모조리 쓸어 버린다. 벼랑 끝에 남은 한 사람에게 최후의 한수를 내려치려던 그 순간, 하늘에서 떨어진 벼락이 그를 심판하는 듯 했는데… "
94,마피아 게임,글/그림 / 리자은 / 72화 완결 / ,드라마,"이름, 로크리안 헤일리. 나이 스물일곱, 아이큐 164, 스탠포드대 졸업. 이탈리아 거물급 마피아인 헤일리 패밀리의 젊은 수장. 이 대단한 로크리안 헤일리의 패밀리로 경찰 잭 딜리스가 투입되었다. 사명감을 가지고 스파이 노릇을 하던 그는 우연히 로크의 연인인 '릴'을 만나고, 완벽해 보이던 로크리안이 사실 남자를 사랑하는 게이라는 것을 알게 되는데……. 비밀을 숨긴 마피아 보스와 그의 연인, 그리고 잭 딜리스. 다채로운 사정들이 얽혀있는 마피아 로맨스물, 지금 시작합니다!"
95,홍녀,글/그림 / 들개이빨 / 125화 완결 / ,드라마,"[남자를 죽이지 마세요, 재활용하세요] 숫놈으로 맛깔스런 음식을 요리하는 홍녀. 여자들에게 초능력을 전파한 홍녀네 반찬가게. 세상을 바꾸는 그녀들의 이야기 <홍녀>가 시작된다!"
96,레조넌트 블루[GL],글/그림 / 요루모 / 10화 완결 / ,로맨스,"사람의 아름다운 목소리를 좋아해서, 자신의 목소리가 싫다. 그런 콤플렉스를 품고 있는 고등학생 나기는 어느 날부터 맑게 울리는 듯한 아름다운 목소리를 가진 같은 반 미치루와 수업 중 ‘둘만의 비밀 놀이’를 하게 되는데―. 표제작 「레조넌트 블루」를 포함해, 풋풋함이 넘치는 소녀들의 관계성을 이모셔널하게 그린 아홉 이야기를 담은 작가 최초의 대망의 백합 단편집."
97,원조 불청객 [단행본],글/그림 / 고행석 / 13화 완결 / ,액션,"「피고 구영탄에게 법정 최고형인 사형을 선고합니다! 구영탄이야말로 세상에 태어나지 말아야 할 불청객 중에서도 원조 불청객이기 때문입니다.」 꿈이지만 너무 생생해. 안돼, 난 살고 싶어! 나는 불청객이 아니야!"
98,야설록 절대무제 컬렉션,글/그림 / 야설록 / 404화 완결 / ,무협,< 야설록 절대무제 컬렉션 > 작품 구성 1. 일격신창 [개정판] 2. 호위무쌍 [개정판] 3. 소림둔재 [개정판] 4. 협도 [개정판] 5. 철혈시대 [개정판] 6. 십검 [개정판] 7. 비황 [개정판]
99,별이 잠들 때 [개정판],글 / TOU / 그림 / 상혁 / 62화 완결 /,BL,"소행성 충돌 후 200년, 인류는 일어섰지만 모두가 평등한 것은 아니었다. 비항체로 차별받던 임윤은 어느날 진화인류의 정점인 이해진을 만난다. 하위 5%와 상위 0.001%가 만나며 시작되는 SF 로맨스."
100,마이 스위트 홈 [웹툰판/개정판],글/그림/원작 / 코우다 미우 / 14화 완결 / ,BL,하타히코의 선택만 남았어! 아키타에서 씩씩하게 자란 유우는 사촌 형인 하타히코를 무척 좋아했다. 도쿄에 있는 대학교에 입학하기 위해 상경한 유우는 우연히 하타히코와 운명처럼(?) 만나게 되었고 일시적이지만 상상도 못했던 「꿈꾸던 동거 생활」을 시작하게 된다. 그러나 첫사랑과의 동거 생활에 들떠 있던 유우에게 하타히코는「연하에게 관심 없다」고 웃으며 말하는데?! 조금은 짖궂은 잘생긴 회사원 X 어리광쟁이 대학생이 펼치는 하트 풀 동거 러브♡
101,모래성,글 / 율 / 그림 / 유즈야 / 원작 / 모스크뮬 / 60화 완결 / ,BL,자기만족을 위해 이용하던 상대에게 집착하게 되는 갑을역전 BL 로맨스! 남몰래 동경하던 지우의 은밀한 사생활을 목격하게 된 은성. 그 일을 계기로 두 사람은 가까워지지만 지우는 은성을 가벼운 장난의 대상으로만 볼 뿐이다. 지우의 일방적인 태도에 지쳐 은성의 마음이 변해갈 무렵… 뒤늦게 은성을 향한 자신의 마음을 깨달은 지우는 완전히 달라진 태도로 은성을 대한다. 갑자기 갑을 관계가 뒤바뀌어 버린 이들의 관계는 계속 유지될 수 있을까?!
102,오컬트 짱은 말할 수 없어,글 / 하시모토 카에 / 그림 / 혼다 하지메 / 62화 완결 / ,판타지,"이 세상은 온통 불가사의한 것들뿐! 심령, 요괴, 초과학, 도시전설, 모든 '오컬트'의 뒤에는 아무래도 '아인(亞人)'의 존재가─?! 이야기하고 싶어도 이야기할 수 없는 오컬트 짱들의 목소리가 요코와 자시코에게 닿을 때, 미지의 세계의 문이 열립니다!!"
103,나 혼자 교환일기 [단행본],글/그림 / 나가타 카비 / 2화 완결 / ,드라마,"우울증으로 고통받은 성장기, 레즈비언 업소 방문기 등 솔직한 자기 고백으로 독자들을 사로잡은 나가타 카비. 그동안 원해왔던 작가로서의 인기를 얻고, 두번째 만화의 연재까지 시작하며 힘들었던 인생에도 볕이 드는 듯하다. 그러나 엄마와 아빠가 자신의 적나라한 이야기가 담긴 만화를 본다고 생각하면 조금은 아찔한 것도 사실. 엄마, 아빠를 너무 나쁘게 묘사한 건 아닐까? 내가 ‘그런’ 곳에 다녀온 걸 가족들이 알면 어떻게 생각할까? 어엿하게 책으로 나온 자신의 작품을 당당히 보이고 싶은 마음이 들다가도 좀처럼 용기가 나지 않는다. 하지만 결국 만화를 들켜버렸고 걱정대로 내용을 본 가족들의 반응은 심상치 않은데…."
104,중고거래,글/그림 / 주명 / 50화 완결 / ,드라마,극한의 이득충 '되팔러' 이준! 중고거래 꿀매로 구매한 택배가 도착하고 기쁜 마음으로 택배 상자를 열어보지만…
105,낙원 저편의 연인들 컬렉션 [할리퀸],글 / 제니 루카스 / 낸시 워렌 / 캐롤 마리넬리 / 그림 / 사쿠라야 히비키 / 타카쿠라 토모코 / 나가사와 사토루 / 135화 완결 / ,로맨스,[낙원 저편의 연인들 컬렉션] 작품 구성 1. 사랑 없는 결혼 -금지된 단어- 2. 접근 금지! 3. 오아시스의 사랑과 사막의 법률 4. 프린스의 고백 5. 블랙 잭의 유혹 6. 왕자님과 비밀 연애 7. 사로잡힌 사랑 8. 애달픈 비밀 9. 카사노바의 본모습 10. 뒤바뀐 계약 신부 11. 로맨스는 예상할 수 없어 12. 사랑은 착각에서부터 13. 비밀과 거래 14. 사랑은 금지 15. 하룻밤 사랑의 선물 16. 팔려 간 프린세스 17. 술탄의 청혼 18. 달빛 아래서 19. 비밀스러운 동경
106,건달영웅 [단행본],글/그림 / 조명운 / 17화 완결 / ,액션,그가 돌아왔다. 건달 액션의 결정판!
107,이세계에서의 기업 진출?!,글 / 나나시 나나미 / 그림 / 우야마 하지메 / 요-시미즈 / 원작 / 나나시 나나미 / 16화 완결 / ,액션,"전 블랙 기업 사원이자 현 백수인 타나카 지로에게 도착한 한 장의 전단…. 그것은 ‘이세계 기업 MAO’의 구인 모집이었다. 신경 쓰이는 업무 내용은 마왕군의 일원이 되어 『용사가 공략하지 못할 미궁(던전)』을 만든다는 것. 후일, 반쯤은 흥미로 치른 면접에서 강대한 ‘마력 적성’이 있다는 사실이 판명되고 지로는 마왕군에 환영을 받는데…? 이단의 ‘이세계×업무×성공’ 기록, 드디어 개막!!"
