,id,title,author,genre,story
124,124,연우의 순정,글/그림 / 이솔 / 화요웹툰 / ,#감성 #다정남 #걸크러시,여학생으로 오해받을 정도로 여리여리한 외모를 가진 연우.  그는 교내 인기스타인 강해솔을 몰래 좋아하고 있다. 하지만 낯을 굉장히 많이 가리고 소심한 연우는 같은 반인 해솔이에게 말 한 번 붙여본 적 없는데…
125,125,해골협객,글 / 성불예정 / 그림 / 준1 / 화요웹툰 / ,#무협/사극 #차원이동 #좀비 #판무 #빙의,고등학교 선생님이었던 김서준. 주식과 코인으로 인생의 쓴맛을 보던 김서준은 수학여행에서 수많은 금화를 발견한다. 하지만 금화를 줍던 순간 김서준은 저주를 받아 무협 세계로 떨어진다. 평생 써도 남을 금화를 가지고 무협 세상에서 잘 먹고 잘 살고 싶은 김서준과 그런 그를 어떻게든 굴려먹고 싶어 하는 시스템. 그리고 김서준보다 먼저 무림세계에 찾아온 ‘현대의 인물’까지. 지금부터 무협에 해골을 곁들인 김서준의 무림 일대기가 시작됩니다.
126,126,은주의 방 2~3부,글/그림 / 노란구미 / 화요웹툰 / ,#드라마 #드라마&영화 원작웹툰,"인테리어, 그것은 삶을 바꿔주는 마법이다! 반복되는 야근과 업무 스트레스로 회사를 때려치운 뒤 셀프 인테리어로 인기 블로거가 된 은주. 그녀의 인테리어에서 연애까지, 라이프 체인지 스토리."
127,127,배드 엔딩 메이커,글 / 오일구 / 그림 / 심재영 / 원작 / 류은가람 / 화요웹툰 / ,#판타지 #피카레스크 #게임판타지 #소설원작,"“사표 쓰세요, 민철 씨.”  경영진의 과금 정책에 반대한다고, 청춘을 바쳤던 직장에서 하루아침에 잘렸다.  그렇게 윙즈 온라인 디렉터로서의 인생은 끝났다.  내가 만든 게임이고 내가 만든 세계다 그러니까...... 이 세계를 마무리하는 것도 오직 나뿐이다.  스스로 최종 보스가 되어 이 게임을 내 손으로 직접 끝장내 버리겠다!  ""이제 배드 엔딩이 뭔지 똑똑히 보여 주지."""
128,128,웅크,"글/그림 / 나유진 / 화, 금 연재 / ",#감성 #무해한 #힐링,"그시절 우리가 사랑했던 웹툰 <일상날개짓> 나유진 작가님의 힐링 차기작. '나는 왜 태어났을까?' 지금 이곳에 존재하기 위해 얼마나 꼬물꼬물 애썼던가. 그 잃어버린 기억을 찾아 떠나는 엄마 뱃속 감성 판타지! 하나의 세포에 불과했던 우리 모두가 거쳐온, 280일의 성장 이야기가 시작된다."
129,129,그냥 선생님,"글/그림 / 연일 / 화, 금 연재 / ",#일상,"선생님 집은 학교 아니에요? 선생님도 집이 있어요?  우리들 모두의 학창 시절, 언제나 그 자리에 있을 거만 같은 선생님들. 수업이 끝난 교실, 학교 바깥. 그냥 선생님들의 평범하고 사랑스러운 일상,  일상 로맨스 <그냥 선생님>"
130,130,반대로 끌리는 사이,글/그림 / 한구 / 화요웹툰 / ,#로맨스 #햇살캐 #로맨스코미디 #2021 지상최대공모전 #캠퍼스로맨스,"언제나 친절하고 성실한 생활로 과내 여신으로 유명한 윤오, 하지만 실제 성격은 정반대다. 그렇게 성격을 숨기고 살던 중 우연히 술집에서 마주친 같은과 동기 의진에게 추한 모습을 들키게 되고, 과내에 모르는 사람이 없을 정도로 활동적인 의진이 소문이라도 낼까 봐 조마조마하다. 그런데 의진은 어제 있었던 일을 전혀 기억하지 못한다. 아니, 못 하는 척인가...?"
131,131,로맨스가 가능해?,글/그림 / 임주이 / 원작 / 송정원 / 화요웹툰 / ,#로맨스 #2030연애 #로맨스코미디 #청춘로맨스 #선결혼후연애 #걸크러시,"24년을 고아로 살아온 내게 쌍둥이 언니가 있다면? 그 언니가 재벌집에 입양되었다면? 그리고 정략 결혼을 앞두고 가출을 했다며 재벌가에서 나를 찾아왔다면! ""나더러 언니 대신 결혼해서 딱 1년만 언니인 척 살아달라고?"" 이다는 10억을 대가로 쿨하게 오케이 하지만, 결혼식장에서 처음 만난 둘은 서로를 향해 같은 감상을 갖는데… '뭐지 이 또라이는? 이 또라이가 내 결혼상대라고?' 이 계약 끝에 기다리는 건 10억일까, 사랑일까? 이 결혼, 괜찮은 걸까?"
132,132,착한 여자 안선해,글/그림 / 선우 / 화요웹툰 / ,#드라마 #성장드라마 #감성드라마,"사람들이 생각하는 ‘착하다’는 무슨 뜻일까?  선해는 착하다는 말을 싫어한다. 어린 시절부터 사람들이 이유 없이 선해가 착하다고 말해왔기 때문이다. 착한 일을 한 적도 없는데 왜 그렇게 말하는 건지.  사람들의 세뇌 덕분에 선해는 직업도 사회복지사로 정했다. 눈을 뜨고 보니 어느새 그렇게 돼 있었다.  그러다 보니 착하다는 그 지긋지긋한 말을 회사에서도 수없이 듣곤 한다. 착하다는 말로 선해를 이용하는 사람들.  하지만 사실 선해는 부정하고 싶었을 뿐, 사람들이 말하는 착함의 정의를 알고 있다.  착하다는 말은 ㅂㅅ호구새끼를 말한다는 것을."
133,133,애옹식당,글/그림 / 정다정 / 화요웹툰 / ,#일상 #무해한 #힐링 #음식&요리 #성장드라마 #동물,"집사 멘탈 회복 프로젝트!  내가 고양이를 키우는 줄 알았더니, 고양이가 나를 키우고 있었다?!  스트레스로 인한 번아웃으로 고생 중인 집사 '고영'은  어느 날 꿈속에서 자기를 위해 요리를 해 주겠다는 고양이들을 만나게 되는데...?!"
134,134,윗집 그 남자,글/그림 / 핸저 아트 / 화요웹툰 / ,#스릴러 #해외작품 #집착물,"로지는 그녀의 이웃, 위층에 사는 남자를 의심하기 시작한다. 북미 라인웹툰 스릴러 1위"
135,135,제로게임,글/그림 / 즐바센 / 화요웹툰 / ,#판타지 #최강자전 #2015 최강자전 #두뇌싸움 #걸크러시,죽음을 선택한 사람들의 인생 재건설 서바이벌! 2015 대학만화 최강자전 수상작
136,136,집착남주의 전부인이 되었습니다,글 / 하담 / 그림 / 꿀생강 / 원작 / 퍼젤 / 화요웹툰 / ,#로맨스 #집착물 #빙의 #로판 #소설원작,"""이르웬, 당신과 결혼한지도 벌써 4년이야. 내가 그 얕은 수작을 모를까봐?"" 패국의 공녀, 희대의 악처, 그리고 남편을 살해하려다 처형당하는 악녀 이르웬 릴리아스. 원작이 시작되기 1년 전 시점에 이 악녀의 몸에 빙의했다. 내가 악녀라고? 이럴 수는 없다. 어떻게든 남편에게 모든 패악질을 참회하고, 착해진 나를 어필해 살아남아야겠다. 목표는 이혼! 조용히 이혼하고 멀리 떠나서 평온한 여생을 보내는 거야! 그런데 남편이 조금 이상하다. 설마, 나를 싫어하는 게 아니었어? ""수작이요? 나는 당신과 사이좋게 지내려고 애쓰는 중이에요!"" ""그렇다면 이제 그 의무도 받아들일 준비가 된 건가? 아이를, 낳는 것 말이야."""
137,137,내남친 킹카만들기,글 / 랑쓰 / 그림 / 섯끼 / 화요웹툰 / ,#로맨스 #환골탈태 #로맨스코미디 #2021 지상최대공모전,사랑스러운 외모의 SNS 스타 윤시아는 관리라고는 한번도 해본 적 없는 방구석 아싸 김민호를 킹카로 만드는 콘텐츠를 시작한다. 과연.. 그는 긁지 않은 복권이 맞을까? 두근두근 k-하이틴 로맨스!
138,138,자매의 사생활,글 / 조주희 / 그림 / 뉘롬 / 화요웹툰 / ,#로맨스 #재벌 #고자극로맨스 #2030연애 #로맨스코미디 #혐관로맨스 #계약연애,"내가 국민 X년이라고..? 눈떠보니 쌍둥이언니와 바뀐 인생. 그런데... ""남편얼굴이 내 취향이다."""
139,139,주인님을 잡아먹는 방법,글/그림 / 세인 / 원작 / 차혜영 / 화요웹툰 / ,#로맨스 #직진남 #소설원작,"라운 왕국의 뛰어난 기사, 엘 루이즈 테레즈.  그녀는 어느 파티에서 약혼자의 바람을 목격하고 파혼을 선언한다.  파혼에 대한 충격으로 깊은 슬픔에 잠긴 나머지 정신을 잃고 쓰러진 엘.  그리고 다음 날 아침, 엘은 뜻밖의 인물을 마주한다.  바로 미친개로 유명한 개또라이 왕족 테오도르를!  그런데 그 테오도르가 왠지 내 앞에서는 과하게 예의가 바르다?!"
140,140,아이즈,글/그림 / 정썸머 / 화요웹툰 / ,#액션 #2019 지상최대공모전 #인외존재 #이능력배틀물,"한 쪽 눈이 없는 고등학생 '서주안'은 매일 학교에서 섬뜩한 시선을 느낀다. 두려움에 떨면서도 시선의 정체를 궁금해하던 중, '조류인간'의 존재를 알게되어 혼란에 빠지고... 서늘한 긴장감이 감도는 가운데, 조류인간들의 전쟁이 시작된다!"
